originalName,normalizedName,currentName,slug,status,classification,parent,zone,verified,indexable,inSitemap,canonical,pageExists,aliasOf,reason,sourceSection,notes
Sagar Society,sagarsociety,Sagar Society,sagar-society,draft,SUB-UNIT,Banjara Hills,central,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Banjara Hills"", not a distinct standalone locality. Covered under the parent page.",BANJARA HILLS | JUBILEE HILLS,
Sahebnagar,sahebnagar,Sahebnagar,sahebnagar,draft,NEEDS VERIFICATION,Vanasthalipuram,east,false,false,false,,false,,"Not yet independently verified. Grouped with ""Vanasthalipuram"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",VANASTHALIPURAM | BN REDDY NAGAR,
Saket,saket,Saket,saket,draft,NEEDS VERIFICATION,Kapra,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Kapra"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",KAPRA,
Sardarpur,sardarpur,Sardarpur,sardarpur,draft,NEEDS VERIFICATION,Shamshabad,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Shamshabad"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",AIRPORT / SOUTH / SHAMSHABAD,
Secretariat Area,secretariatarea,Secretariat Area,secretariat-area,draft,SUB-UNIT,Lakdikapul,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Lakdikapul"". Not a standalone-page candidate.",LAKDICAPUL / SAIFABAD,
Secunderabad Cantonment,secunderabadcantonment,Secunderabad Cantonment,secunderabad-cantonment,draft,SUB-UNIT,Secunderabad,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Secunderabad"", not a distinct standalone locality. Covered under the parent page.",TRIMULGHERRY,
Seven Tombs,seventombs,Seven Tombs,seven-tombs,draft,SUB-UNIT,Tolichowki,south,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Tolichowki"". Not a standalone-page candidate.",TOLICHOWKI | SHAIKPET | LANGER HOUZ,
Shakti Sai Nagar,shaktisainagar,Shakti Sai Nagar,shakti-sai-nagar,draft,NEEDS VERIFICATION,,unknown,false,false,false,,false,,"Not yet independently verified — insufficient information available to confirm this is a distinct, standalone-worthy locality or assign a parent.",ADDITIONAL LOCALITIES,
Shankarpally Road,shankarpallyroad,Shankarpally Road,shankarpally-road,draft,SUB-UNIT,Kollur,west,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Kollur"". Not a standalone-page candidate.",KOLLUR | ADDITIONAL LOCALITIES,
Shanti Nagar,shantinagar,Shanti Nagar,shanti-nagar,draft,NEEDS VERIFICATION,Nampally,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Nampally"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",NAMPALLY | LAKDICAPUL / SAIFABAD,
Shastripuram,shastripuram,Shastripuram,shastripuram,draft,SUB-UNIT,Nawab Saheb Kunta,south,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Nawab Saheb Kunta"", not a distinct standalone locality. Covered under the parent page.",OLD CITY / FALAKNUMA | OLD CITY / BAHADURPURA,
Shilpa Park,shilpapark,Shilpa Park,shilpa-park,draft,SUB-UNIT,Kondapur,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Kondapur"". Not a standalone-page candidate.",KONDAPUR,
Shivam Road,shivamroad,Shivam Road,shivam-road,draft,SUB-UNIT,,unknown,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Not a standalone-page candidate.",ADDITIONAL LOCALITIES,
Singareni Colony,singarenicolony,Singareni Colony,singareni-colony,draft,NEEDS VERIFICATION,Saidabad,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Saidabad"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / SAIDABAD,
Sri Ram Nagar,sriramnagar,Sri Ram Nagar,sri-ram-nagar,draft,NEEDS VERIFICATION,Yousufguda,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Yousufguda"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",YOUSUFGUDA | MADHAPUR | KONDAPUR,
Srisailam Highway,srisailamhighway,Srisailam Highway,srisailam-highway,draft,NEEDS VERIFICATION,Tukkuguda,outskirts,false,false,false,,false,,"Not yet independently verified. Grouped with ""Tukkuguda"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",AIRPORT / SOUTH / TUKKUGUDA | AIRPORT / SOUTH / MAHESHWARAM,
Street No. 8,streetno8,Street No. 8,street-no-8,draft,SUB-UNIT,Habsiguda,north,false,false,false,,false,,"Numbered sub-unit (road/phase) of ""Habsiguda"", not a distinct locality — would be a thin duplicate page if published separately. Candidate to list as a landmark on the parent page instead.",HABSIGUDA,
Surya Nagar,suryanagar,Surya Nagar,surya-nagar,draft,SUB-UNIT,Alwal,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Alwal"", not a distinct standalone locality. Covered under the parent page.",ALWAL,
Talab Katta,talabkatta,Talab Katta,talab-katta,draft,NEEDS VERIFICATION,Dabeerpura,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Dabeerpura"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / DABEERPURA | OLD CITY / YAKUTPURA | OLD CITY / SANTOSHNAGAR | OLD CITY / REIN BAZAAR,
TCS Adibatla,tcsadibatla,TCS Adibatla,tcs-adibatla,draft,SUB-UNIT,Adibatla,outskirts,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Adibatla"". Not a standalone-page candidate.",AIRPORT / SOUTH / ADIBATLA,
Teegalguda,teegalguda,Teegalguda,teegalguda,draft,NEEDS VERIFICATION,Saidabad,south,false,false,false,,false,,"Not yet independently verified. Grouped with ""Saidabad"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",OLD CITY / SAIDABAD,
Telecom Nagar,telecomnagar,Telecom Nagar,telecom-nagar,draft,SUB-UNIT,Gachibowli,west,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Gachibowli"", not a distinct standalone locality. Covered under the parent page.",MADHAPUR | GACHIBOWLI,
Temple Alwal,templealwal,Temple Alwal,temple-alwal,draft,SUB-UNIT,Alwal,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Alwal"", not a distinct standalone locality. Covered under the parent page.",ALWAL,
Thokatta,thokatta,Thokatta,thokatta,draft,NEEDS VERIFICATION,Secunderabad,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Secunderabad"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",SECUNDERABAD / NORTH | ADDITIONAL LOCALITIES,
Thumkunta,thumkunta,Thumkunta,thumkunta,draft,NEEDS VERIFICATION,Shamirpet,outskirts,false,false,false,,false,,"Not yet independently verified. Grouped with ""Shamirpet"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",EAST / NORTH-EAST / SHAMIRPET,
Tilak Nagar,tilaknagar,Tilak Nagar,tilak-nagar,draft,NEEDS VERIFICATION,Ramanthapur,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Ramanthapur"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",RAMANTHAPUR | ADDITIONAL LOCALITIES,
Tilak Road,tilakroad,Tilak Road,tilak-road,draft,SUB-UNIT,Abids,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Abids"". Not a standalone-page candidate.",CENTRAL HYDERABAD,
Tolichowki Road,tolichowkiroad,Tolichowki Road,tolichowki-road,draft,SUB-UNIT,Mehdipatnam,south,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Mehdipatnam"". Not a standalone-page candidate.",MEHDIPATNAM / SOUTH-CENTRAL,
Totaguda,totaguda,Totaguda,totaguda,draft,NEEDS VERIFICATION,Nampally,central,false,false,false,,false,,"Not yet independently verified. Grouped with ""Nampally"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",NAMPALLY,
Turkapally,turkapally,Turkapally,turkapally,draft,NEEDS VERIFICATION,Alwal,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Alwal"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",ALWAL | EAST / NORTH-EAST / SHAMIRPET,
TV Studio Road,tvstudioroad,TV Studio Road,tv-studio-road,draft,SUB-UNIT,Ramanthapur,north,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Ramanthapur"". Not a standalone-page candidate.",RAMANTHAPUR,
Uppal Depot,uppaldepot,Uppal Depot,uppal-depot,draft,SUB-UNIT,Uppal,north,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Uppal"". Not a standalone-page candidate.",UPPAL,
Uppal Road,uppalroad,Uppal Road,uppal-road,draft,SUB-UNIT,Tarnaka,north,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Tarnaka"". Not a standalone-page candidate.",TARNAKA,
Vampuguda,vampuguda,Vampuguda,vampuguda,draft,NEEDS VERIFICATION,,unknown,false,false,false,,false,,"Not yet independently verified — insufficient information available to confirm this is a distinct, standalone-worthy locality or assign a parent.",ADDITIONAL LOCALITIES,
Vayupuri,vayupuri,Vayupuri,vayupuri,draft,NEEDS VERIFICATION,Sainikpuri,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Sainikpuri"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",SAINIKPURI,
Velimela,velimela,Velimela,velimela,draft,NEEDS VERIFICATION,Kollur,west,false,false,false,,false,,"Not yet independently verified. Grouped with ""Kollur"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",KOLLUR | ADDITIONAL LOCALITIES,
Venkateshwara Colony,venkateshwaracolony,Venkateshwara Colony,venkateshwara-colony,draft,NEEDS VERIFICATION,Boduppal,north,false,false,false,,false,,"Not yet independently verified. Grouped with ""Boduppal"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",BODUPPAL,
Waverock,waverock,Waverock,waverock,draft,SUB-UNIT,Financial District,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Financial District"". Not a standalone-page candidate.",FINANCIAL DISTRICT,
WaveRock SEZ,waverocksez,WaveRock SEZ,waverock-sez,draft,SUB-UNIT,Financial District,west,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Financial District"". Not a standalone-page candidate.",FINANCIAL DISTRICT,
West Marredpally,westmarredpally,West Marredpally,west-marredpally,draft,SUB-UNIT,Marredpally,north,false,false,false,,false,,"Confirmed to be a named sub-colony/enclave inside ""Marredpally"", not a distinct standalone locality. Covered under the parent page.",SECUNDERABAD / NORTH,
Yacharam Road,yacharamroad,Yacharam Road,yacharam-road,draft,SUB-UNIT,Ibrahimpatnam,outskirts,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Ibrahimpatnam"". Not a standalone-page candidate.",AIRPORT / SOUTH / IBRAHIMPATNAM,
Yadgarpally,yadgarpally,Yadgarpally,yadgarpally,draft,NEEDS VERIFICATION,Keesara,outskirts,false,false,false,,false,,"Not yet independently verified. Grouped with ""Keesara"" in the supplied list — candidate for a future standalone page pending research (pincode, real landmarks).",EAST / NORTH-EAST / KEESARA,
Yousufguda Check Post,yousufgudacheckpost,Yousufguda Check Post,yousufguda-check-post,draft,SUB-UNIT,Yousufguda,central,false,false,false,,false,,"This names a road, junction, or transit stop, not a residential locality with its own identity. Likely within/near ""Yousufguda"". Not a standalone-page candidate.",YOUSUFGUDA,
Zoo Park,zoopark,Zoo Park,zoo-park,draft,SUB-UNIT,Bahadurpura,south,false,false,false,,false,,"This names a landmark, IT park, campus, or commercial complex, not a residential locality. Likely within/near ""Bahadurpura"". Not a standalone-page candidate.",OLD CITY / BAHADURPURA,
